Goodreads_BookID	Genres
568476	['Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Chapter Books', 'Realistic Fiction', 'Young Adult']
17797381	['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Mystery', 'Suspense', 'Paranormal']
906541	['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Family', 'Kids']
16150831	['Dystopia', 'Young Adult', 'Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Paranormal']
12637490	['Mythology', 'Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Greek Mythology', 'Fiction']
44905	['Writing', 'Nonfiction', 'Reference', 'Self Help', 'Memoir', 'Poetry', 'Crafts']
7134201	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Audiobook']
328802	['Nonfiction', 'Childrens', 'Japan', 'Education', 'Biography', 'Japanese Literature', 'Memoir']
337058	['Young Adult', 'Fiction', 'Historical Fiction', 'Classics', 'Childrens', 'Middle Grade', 'Realistic Fiction']
140097	['Mystery', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Supernatural', 'Romance']
22055283	['Fantasy', 'Young Adult', 'Fiction', 'Epic Fantasy', 'Adventure', 'High Fantasy', 'Audiobook']
10669	['Finance', 'Business', 'Nonfiction', 'Economics', 'History', 'Money', 'Biography']
8963	['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural']
28695	['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure']
121648	['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']
15752	['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Fantasy', 'Science Fiction']
246225	['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'British Literature', 'Detective']
23587984	['Romance', 'New Adult', 'Contemporary', 'Novella', 'Audiobook', 'Fiction', 'Contemporary Romance']
147801	['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Middle Grade']
8230409	['Fantasy', 'Romance', 'Graphic Novels', 'Paranormal', 'Shojo', 'Young Adult', 'Manga']
16090981	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Drama', 'Chick Lit']
3581	['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Mystery Thriller']
166562	['Nonfiction', 'Biography', 'Memoir', 'Adventure', 'Survival', 'Autobiography', 'Outdoors']
9265453	['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Language', 'Aliens']
13581990	['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy']
618177	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Heroic Fantasy', 'Adventure', 'Sword and Sorcery']
77281	['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Comic Strips', 'Graphic Novels Comics']
8044557	['Humor', 'Fiction', 'Graphic Novels', 'Picture Books', 'Comics', 'Childrens', 'Comedy']
238125	['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Fiction', 'Suspense', 'Futuristic']
231585	['True Crime', 'Nonfiction', 'Crime', 'Mystery', 'Audiobook', 'Biography', 'History']
23223	['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Humor', 'Young Adult']
617526	['Fiction', 'Thriller', 'Adventure', 'Action', 'Mystery', 'Fantasy', 'Suspense']
25430584	['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Contemporary']
11737313	['Mystery', 'Middle Grade', 'Fiction', 'Realistic Fiction', 'Childrens', 'Young Adult', 'Juvenile']
13067	['Young Adult', 'Fiction', 'Realistic Fiction', 'Mystery', 'Middle Grade', 'Humor', 'Childrens']
57951	['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Suspense']
781787	['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Travel', 'History', 'Autobiography']
2879	['Manga', 'Fantasy', 'Graphic Novels', 'Shonen', 'Action', 'Supernatural', 'Fiction']
534733	['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Adult', 'Family']
35488	['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Biography Memoir', 'History']
115130	['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Contemporary']
13259270	['Philosophy', 'Nonfiction', 'Psychology', 'Science', 'Religion', 'Neuroscience', 'Atheism']
13262061	['Middle Grade', 'Realistic Fiction', 'Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Juvenile']
13530973	['Nonfiction', 'Philosophy', 'Business', 'Economics', 'Psychology', 'Science', 'Finance']
24529123	['Young Adult', 'Contemporary', 'Fiction', 'Thriller', 'Realistic Fiction', 'LGBT', 'Mental Health']
866136	['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space']
2285777	['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']
16122163	['New Adult', 'Romance', 'Contemporary', 'Young Adult', 'College', 'Contemporary Romance', 'Abuse']
303472	['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy']
104837	['Classics', 'Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Romance']
5752	['Psychology', 'Science', 'Nonfiction', 'Philosophy', 'Sociology', 'Biology', 'Politics']
793399	['Urban Fantasy', 'Paranormal', 'Fantasy', 'Shapeshifters', 'Romance', 'Paranormal Romance', 'Adult']
5135798	['Young Adult', 'Romance', 'Chick Lit', 'Fiction', 'Contemporary', 'Science Fiction', 'Teen']
7993	['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade']
7775611	['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Fiction', 'Horror', 'Supernatural']
10677277	['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Fantasy']
11266880	['Nonfiction', 'Memoir', 'Art', 'Short Stories', 'Essays', 'Biography', 'Biography Memoir']
318404	['Young Adult', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Contemporary', 'Family', 'School']
21412400	['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Audiobook', 'Queer', 'LGBT']
50275	['Fiction', 'Classics', 'New York', 'American', 'Novels', 'Literature', 'Contemporary']
28212	['Nonfiction', 'History', 'Politics', 'Science', 'LGBT', 'Medicine', 'Queer']
169331	['Erotica', 'Romance', 'Fiction', 'African American', 'Adult', 'Adult Fiction', 'Urban']
28698	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure']
17204860	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'College', 'Chick Lit']
17930773	['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'New Adult', 'Erotic Romance']
53969	['Fiction', 'Historical Fiction', 'Novels', 'Spanish Literature', 'Latin American', 'Literature', 'Nobel Prize']
3656	['Fiction', 'Ireland', 'Irish Literature', 'Literary Fiction', 'Literature', 'Contemporary', 'Novels']
21719	['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']
1928873	['Paranormal Romance', 'Vampires', 'Paranormal', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult']
18656055	['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Crime', 'Audiobook', 'Mystery Thriller']
6933876	['Steampunk', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Urban Fantasy', 'Fiction']
32434	['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Crime']
10574	['Mystery', 'Fiction', 'Horror', 'Crime', 'Thriller', 'Mystery Thriller', 'Audiobook']
8966	['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural']
13330370	['Mystery', 'Fiction', 'Science Fiction', 'Crime', 'Dystopia', 'Apocalyptic', 'Mystery Thriller']
9637479	['Paranormal', 'Fantasy', 'Paranormal Romance', 'Dragons', 'Urban Fantasy', 'Shapeshifters', 'Magic']
71771	['Historical Fiction', 'Fiction', 'Historical', 'American Revolution', 'War', 'American History', 'Adult']
136636	['Thriller', 'Fiction', 'Mystery', 'Adventure', 'Horror', 'Mystery Thriller', 'Suspense']
6554	['Horror', 'Fiction', 'Thriller', 'Mystery', 'Supernatural', 'Suspense', 'Fantasy']
93269	['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Classics', 'Science Fiction Fantasy']
185253	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Epic']
260791	['Christian', 'Christian Living', 'Theology', 'Nonfiction', 'Christianity', 'Faith', 'Spirituality']
104219	['Fiction', 'Southern', 'Chick Lit', 'Romance', 'Contemporary', 'Womens Fiction', 'Drama']
351064	['Horror', 'Short Stories', 'Classics', 'Fiction', 'Fantasy', 'School', 'Mystery']
455764	['Horror', 'Fiction', 'Thriller', 'Mystery', 'Paranormal', 'Supernatural', 'Fantasy']
28251002	['Fiction', 'Historical Fiction', 'Audiobook', 'Literary Fiction', 'Contemporary', 'Novels', 'Historical']
13241659	['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Demons', 'Magic', 'Witches']
674220	['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Adult', 'Fiction']
9436632	['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']
60229	['Science Fiction', 'Fiction', 'Video Games', 'Fantasy', 'Military Fiction', 'Novels', 'Space']
47619	['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Magic']
7558747	['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Time Travel', 'Fantasy', 'Contemporary']
156529	['Graphic Novels', 'Comics', 'Science Fiction', 'Fiction', 'Graphic Novels Comics', 'Post Apocalyptic', 'Comic Book']
2017056	['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'Holocaust', 'War', 'Germany']
22326	['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Speculative Fiction', 'Novels']
13521399	['Mystery', 'Young Adult', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Contemporary']
13345975	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Erotica', 'College']
82434	['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Mental Health', 'Young Adult Contemporary']
643962	['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook', 'Thriller']
6404621	['Nonfiction', 'Biography', 'Humor', 'Memoir', 'Autobiography', 'Comedy', 'Audiobook']
12888599	['Fiction', 'Historical Fiction', 'Historical', 'Survival', 'Book Club', 'Adult Fiction', 'Mystery']
181601	['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Storytime', 'Humor', 'Kids']
48037	['Horror', 'Gothic', 'Vampires', 'Fiction', 'Fantasy', 'LGBT', 'Queer']
69392	['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'Historical', 'World War II', 'Middle Grade']
77395	['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Historical']
16068780	['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Science Fiction', 'Magic']
538845	['Classics', 'Historical Fiction', 'Fiction', 'Polish Literature', 'Historical', 'School', 'Romance']
24494	['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comic Book', 'Childrens']
3240483	['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Inspirational', 'Audiobook']
6584134	['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult']
13815	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Epic']
312043	['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Magic']
2195309	['Romance', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Fiction', 'Contemporary', 'Contemporary Romance']
342637	['Art', 'Nonfiction', 'Biography', 'History', 'Reference', 'Art History', 'Design']
22540125	['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'College', 'Fiction', 'Contemporary Romance']
21323	['Horror', 'Fiction', 'Mystery', 'Thriller', 'Suspense', 'American', 'Fantasy']
4497978	['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Vampires', 'Urban Fantasy']
30224	['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Fiction']
7202825	['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'Erotic Romance', 'Chick Lit']
1044141	['Self Help', 'Business', 'Nonfiction', 'Leadership', 'Personal Development', 'Psychology', 'Productivity']
144791	['Thriller', 'Fiction', 'Adventure', 'Action', 'Mystery', 'Fantasy', 'Mystery Thriller']
770038	['Picture Books', 'Childrens', 'Animals', 'Storytime', 'Family', 'Fiction', 'Poetry']
12924261	['Horror', 'Fiction', 'Humor', 'Fantasy', 'Science Fiction', 'Comedy', 'Zombies']
47076	['Fiction', 'Contemporary', 'Canada', 'Adult Fiction', 'Book Club', 'Adult', 'Chick Lit']
13331184	['Nonfiction', 'Memoir', 'Humor', 'Travel', 'Biography', 'Audiobook', 'Biography Memoir']
38855	['History', 'Nonfiction', 'Civil War', 'Travel', 'American History', 'War', 'American Civil War']
28686830	['Mystery', 'Fiction', 'Humor', 'Audiobook', 'Romance', 'Chick Lit', 'Crime']
23492613	['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Audiobook', 'Adult Fiction', 'Adult']
7617119	['Horror', 'Young Adult', 'Thriller', 'Fiction', 'Mystery', 'Fantasy', 'Crime']
84022	['Fiction', 'Chick Lit', 'Southern', 'Humor', 'Historical Fiction', 'Adult Fiction', 'Contemporary']
23966	['Fiction', 'Crime', 'Contemporary', 'Mystery', 'Novels', 'Thriller', 'Scotland']
12408149	['Fiction', 'Mystery', 'Southern', 'Literary Fiction', 'Historical Fiction', 'Thriller', 'Religion']
17704902	['Nonfiction', 'History', 'Medicine', 'Medical', 'Audiobook', 'True Crime', 'Health']
12107920	['Adventure', 'Mystery', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Audiobook']
30347	['Romance', 'Mystery', 'Romantic Suspense', 'Suspense', 'Fiction', 'Thriller', 'Contemporary']
52415	['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Detective']
233722	['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Realistic Fiction', 'Contemporary', 'Juvenile']
22325	['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Speculative Fiction', 'Dystopia']
2845287	['History', 'Nonfiction', 'Humor', 'American History', 'Audiobook', 'Essays', 'Religion']
30043	['Fiction', 'Short Stories', 'Classics', 'Nature', 'Literature', 'Historical Fiction', 'Westerns']
10836813	['Historical Fiction', 'Fiction', 'Spain', 'Historical', 'Spanish Literature', 'Romance', 'World War II']
7054123	['Nonfiction', 'History', 'Science', 'True Crime', 'Crime', 'Medicine', 'Historical']
780581	['Fiction', 'France', 'French Literature', 'Classics', '19th Century', 'Literature', 'Romance']
5198	['Fiction', 'Classics', 'Historical Fiction', 'African American', 'Literary Fiction', 'Literature', 'Novels']
10706120	['Mystery', 'Adventure', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Audiobook']
15803757	['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Adult', 'Humor']
47520	['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Childrens', 'Adventure']
2954411	['Young Adult', 'Horror', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Abuse', 'Dark']
27083865	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Music', 'Fiction']
159964	['Buddhism', 'Philosophy', 'Spirituality', 'Nonfiction', 'Classics', 'Poetry', 'Eastern Philosophy']
128754	['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Detective']
13642963	['Mystery', 'Fiction', 'Historical Fiction', 'Audiobook', 'Young Adult', 'Historical', 'Crime']
13412515	['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Romantic Suspense', 'Suspense', 'Erotica']
73095	['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Sports', 'Sports Romance', 'Fiction']
23317538	['Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Audiobook', 'Leadership', 'Mental Health']
56634	['Biography', 'Christian', 'Nonfiction', 'Christianity', 'Faith', 'History', 'Memoir']
23746004	['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Psychological Thriller']
25883848	['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Chick Lit', 'Adult', 'Audiobook']
15832316	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Adult', 'Drama', 'Dark']
5551522	['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Adult']
51113	['Historical Fiction', 'Fiction', 'Japan', 'Asia', 'Historical', 'Asian Literature', 'China']
20958632	['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Fiction', 'LGBT', 'Urban Fantasy']
9918083	['Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Historical Fiction', 'Fiction', 'Alternate History']
19687	['Fiction', 'Thriller', 'Espionage', 'Military Fiction', 'Action', 'Suspense', 'Adventure']
17707605	['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Detective', 'Suspense']
42909	['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Classics', 'Humor', 'Autobiography']
824763	['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Shonen', 'Action', 'Comics Manga']
2508854	['Nonfiction', 'Egypt', 'Short Stories', 'Literature', 'Social', 'Sociology', 'Africa']
17673307	['Romance', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Humor', 'Fiction', 'Adult']
101249	['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Foodie', 'Food and Drink']
13517455	['Young Adult', 'Dystopia', 'Science Fiction', 'Romance', 'Fantasy', 'Zombies', 'Fiction']
84135	['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']
25065629	['Memoir', 'Nonfiction', 'Music', 'Feminism', 'Biography', 'Audiobook', 'Biography Memoir']
16360	['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook', 'Murder Mystery']
13661	['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Classics', 'Magic']
10345937	['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Space']
21027	['Psychology', 'Nonfiction', 'Short Stories', 'Counselling', 'Mental Health', 'Philosophy', 'Memoir']
12922320	['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense']
13533740	['History', 'Biography', 'Nonfiction', 'Presidents', 'American History', 'Politics', 'Biography Memoir']
257990	['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook', 'Suspense']
5175	['Fiction', 'African American', 'Chick Lit', 'Contemporary', 'Romance', 'Adult Fiction', 'African American Literature']
12013	['Science Fiction', 'Fiction', 'Space Opera', 'Cultural', 'Fantasy', 'Science Fiction Fantasy', 'Space']
180463	['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Psychology', 'Management', 'Personal Development']
3342764	['Fantasy', 'Magic', 'Fiction', 'Young Adult', 'High Fantasy', 'Epic Fantasy', 'Adventure']
459064	['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Epic', 'Dark Fantasy', 'Science Fiction Fantasy']
112518	['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Space', 'Aliens']
17324	['Christian Fiction', 'Fiction', 'Christian', 'Thriller', 'Horror', 'Fantasy', 'Suspense']
17333431	['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']
9682816	['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']
7202841	['Graphic Novels', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Comic Book']
906560	['Christian', 'Biography', 'Nonfiction', 'History', 'Memoir', 'Faith', 'Christianity']
133394	['Fiction', 'Espionage', 'Humor', 'Mystery', 'Thriller', 'Literature', 'Novels']
40289	['Science Fiction', 'Fiction', 'Thriller', 'Horror', 'Science Fiction Fantasy', 'Fantasy', 'Adventure']
10889279	['Comics', 'Graphic Novels', 'Batman', 'Dc Comics', 'Comic Book', 'Superheroes', 'Graphic Novels Comics']
8952	['Fantasy', 'Young Adult', 'Horror', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural']
13083008	['Fiction', 'Historical Fiction', 'Crime', 'Mystery', 'Thriller', 'Historical', 'Mystery Thriller']
1756703	['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Adult', 'Fiction', 'Abuse']
35332	['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Christian Romance', 'Inspirational', 'Adult Fiction']
826583	['Picture Books', 'Christmas', 'Childrens', 'Holiday', 'Fiction', 'Animals', 'Storytime']
1406197	['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fae', 'Fiction']
8694522	['Fantasy', 'Historical Fiction', 'Fiction', 'Witches', 'Paranormal', 'Historical', 'Magic']
13521299	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']
11256979	['Science', 'Nonfiction', 'Philosophy', 'Religion', 'Biology', 'Atheism', 'Evolution']
18754961	['Romance', 'Fantasy', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Magic', 'Witches']
25573977	['Fiction', 'Books About Books', 'Romance', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Adult']
12908877	['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Zombies', 'Supernatural']
687215	['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Science Fiction', 'Epic Fantasy', 'High Fantasy', 'Epic']
23875	['Fiction', 'Classics', 'Spanish Literature', 'Literature', 'Novels', 'Magical Realism', 'Latin American Literature']
3106441	['Humor', 'Nonfiction', 'Comedy', 'Cultural', 'Adult', 'Race', 'American']
4630	['Fiction', 'Classics', 'Literature', 'American', 'Novels', '20th Century', 'Literary Fiction']
8428195	['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Fairy Tales', 'Magic', 'Fiction']
6539596	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Ireland', 'Irish Literature', 'Audiobook']
5062	['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'War', 'World War II', 'Espionage']
12867423	['Memoir', 'Nonfiction', 'Humor', 'Audiobook', 'Comedy', 'Biography', 'Autobiography']
18363068	['Novels', 'Romance', 'Fiction', 'Literature', 'Romantic']
316558	['Nonfiction', 'Memoir', 'Biography', 'Womens', 'Travel', 'Biography Memoir', 'Autobiography']
769212	['Nonfiction', 'History', 'Holocaust', 'Biography', 'War', 'World War II', 'Historical']
6194	['Fiction', 'Africa', 'Classics', 'Literature', 'Novels', 'South Africa', 'Historical Fiction']
147243	['Young Adult', 'Fiction', 'Realistic Fiction', 'School', 'Adventure', 'Middle Grade', 'Survival']
21856367	['Nonfiction', 'History', 'Biography', 'Business', 'Technology', 'Science', 'Audiobook']
13125234	['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Adult']
13547241	['Nonfiction', 'Memoir', 'Religion', 'Biography', 'Audiobook', 'Jewish', 'Biography Memoir']
15803141	['Fiction', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Art', 'New York', 'Italy']
116257	['Fiction', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Speculative Fiction', 'Science Fiction Fantasy']
18172471	['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Fiction', 'Short Stories', 'Novella']
6474550	['Business', 'Nonfiction', 'Self Help', 'Entrepreneurship', 'Personal Development', 'Buisness', 'Social Media']
862350	['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']
1603923	['Childrens', 'Picture Books', 'Fantasy', 'Fiction', 'Fairy Tales', 'Classics', 'Romance']
89190	['Science Fiction', 'Fiction', 'Space Opera', 'Space', 'Audiobook', 'Hard Science Fiction', 'Science Fiction Fantasy']
142080	['Poetry', 'Classics', 'Literature', 'Fiction', 'American', '20th Century', 'British Literature']
219919	['Historical Fiction', 'Fiction', 'Classics', 'Christian Fiction', 'Christian', 'Religion', 'Historical']
1178039	['Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Adventure', 'Suspense', 'Mystery Thriller']
19286623	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Music', 'Musicians', 'Humor']
16158508	['Fiction', 'Historical Fiction', 'Coming Of Age', 'Historical', 'Adult Fiction', 'Adult', 'Literary Fiction']
56465	['Nonfiction', 'Psychology', 'Self Help', 'True Crime', 'Science', 'Audiobook', 'Crime']
7124475	['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Young Adult Romance', 'High School', 'Contemporary Romance']
298568	['Fantasy', 'Young Adult', 'Horror', 'Fiction', 'Magic', 'Paranormal', 'Middle Grade']
7129598	['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Horror', 'Supernatural']
27821486	['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Psychological Thriller']
45967	['Fiction', 'Classics', 'Novels', 'Horror', 'Literature', 'Philosophy', 'Literary Fiction']
49245	['Marriage', 'Relationships', 'Nonfiction', 'Self Help', 'Christian', 'Psychology', 'Family']
8229399	['Graphic Novels', 'Humor', 'Fiction', 'Middle Grade', 'Childrens', 'Comics', 'Realistic Fiction']
125553	['Horror', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Fantasy', 'Paranormal']
142900	['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Book Club', 'War', 'Novels']
400924	['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Military Fiction']
31313	['Romance', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fiction', 'Magic']
7640705	['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Humor', 'Audiobook']
6871646	['Picture Books', 'Childrens', 'Storytime', 'Animals', 'Cats', 'Fiction', 'Music']
7682	['Fiction', 'Historical Fiction', 'Thriller', 'Mystery', 'Crime', 'Historical', 'Adventure']
